Reviews,First Name,Last Name,Avg Difficulty,Avg Rating,Department,Comment,Difficulty Rating,Grade,Clarity Rating,Rating Tags
3084,Megan,Daschbach,4,4.9,Chemistry,"she is one of the best professors I've ever had. always extremely excited to talk about chemistry in class and out of class. always accessible and super flexible. the gen chem class in general is kinda difficult, but she tries to make it really simple and clear. she's literally teaching quantum mechanics like its 1+1",4,,4,Respected--Clear grading criteria--Amazing lectures
3085,Megan,Daschbach,4,4.9,Chemistry,"Makes a story out of the material, time passes quickly in class, lectures become very interesting. Extremely good at teaching and a god at orgo. Knows the material extremely well and can answer any question .",4,A,5,Respected--Accessible outside class--Amazing lectures
3086,Megan,Daschbach,4,4.9,Chemistry,"Very difficult class but Dashbach is great! Funny, engaging, and easy to listen to and take notes from.",5,,5,
3087,Megan,Daschbach,4,4.9,Chemistry,There is nothing bad here.,5,,5,
3088,Megan,Daschbach,4,4.9,Chemistry,"Dr. Daschbach has been the best professor I've ever had. She is amazing at teaching really tough material, and she always makes sure all her students feel comfortable and included.",4,A-,5,Respected--Inspirational--Amazing lectures
3089,Megan,Daschbach,4,4.9,Chemistry,Daschbach was a good lecturer and good at answering questions!! She explains concepts very well and clearly understands how to teach. Would take her again if she taught higher-level courses!!!,3,A-,5,Participation matters--Skip class? You won't pass.--Inspirational
3090,Megan,Daschbach,4,4.9,Chemistry,Dr. Daschbach is an amazing professor. She genuinely cares about her students and thoroughly explains materials so that the students all understand it. She is super approachable and works really hard to help students outside of class. I would definitely take a class of hers again.,3,A,5,Gives good feedback--Accessible outside class--Caring
3091,Megan,Daschbach,4,4.9,Chemistry,"Way too optimistic, but overall a good professor.",4,A-,4,Gives good feedback--Respected--Graded by few things
3092,Megan,Daschbach,4,4.9,Chemistry,"Professor Daschbach clearly explains the material necessary for the quizzes and exams. She encourages students to use the resources like PLTL, recitations, etc. and it has helped me be successful in the class.",4,,4,Test heavy--Lecture heavy--Respected
3093,Megan,Daschbach,4,4.9,Chemistry,"Dr. Daschbach is a master of Chemistry, and can explain anything from Quantum to Organic. I bet during normal semesters, she is even more of a rock star. Unfortunately, she seemed tired and exhausted much of the semester. I think this wore on her patience a bit for some of the students. Overall, good person and challenging course.",3,A,3,Respected--Clear grading criteria--Caring
3094,Megan,Daschbach,4,4.9,Chemistry,Daschbach is simply amazing. Great engaging lecturer and explains material very well while being both thorough and efficient. The class is hard but Daschbach is really helpful with study tips and with her help sessions. She really cares about students and passionate about the class.,5,B+,5,Respected--Accessible outside class--Inspirational
3095,Megan,Daschbach,4,4.9,Chemistry,Professor Daschbach was great and genuinely cared about her students. She was a fantastic lecturer and explained all the material very well.,4,,5,Respected--Accessible outside class--Amazing lectures
3096,Megan,Daschbach,4,4.9,Chemistry,"Just finished the best class I probably will ever take. Daschbach (and Loomis) made 111 a great learning experience, even with Covid and Zoom. I just wish we could have done the course in person. Incredible dedication to teaching and the students. Great team.",5,A,4,Respected--Clear grading criteria--Amazing lectures
3097,Megan,Daschbach,4,4.9,Chemistry,"Simply an incredible class. The material is taught in a way that is interesting and straightforward. Daschbach makes complex ideas seem simple and easy to learn. The material is still difficult, so study your lecture notes. The most amazing professor.",3,A,5,Inspirational--Amazing lectures--Caring
3098,Megan,Daschbach,4,4.9,Chemistry,"Dr. Daschbach is one of the best lecturers you will find at WashU. She explains complex theories in a style that makes the material easier to process. If you attend lecture and review your notes, you can do very well in this class. Problem sets and PLTL packets are also very useful.",3,A,5,
3099,Megan,Daschbach,4,4.9,Chemistry,"Daschbach is great and incredibly encouraging. However, based on all of the reviews below, you may think that everyone gets an A, which is really false. Most people get Bs, so be ready to put in the work.",4,C+,5,Respected--Accessible outside class--Inspirational
3100,Megan,Daschbach,4,4.9,Chemistry,"I love Professor Daschbach! She explains things in a clear and organized way. Also, the lecture notes that she writes on the board are very useful for exam preparation. There are a lot of available resources like help session, PLTL, outside of the classroom. The exams are a lot harder than the homework and lecture materials, but it's expected.",3,A,5,Gives good feedback--Respected--Accessible outside class
3101,Megan,Daschbach,4,4.9,Chemistry,Such a great teacher really knows how to keep students engaged,4,A,5,Respected--Graded by few things--Amazing lectures
3102,Megan,Daschbach,4,4.9,Chemistry,Daschbach was my favorite professor first semester. She keeps everyone super engaged and the material interesting and easy to understand,3,A,5,Test heavy
3103,Megan,Daschbach,4,4.9,Chemistry,"She is the best professor ever! Super caring, knowledgeable, and simply extraordinary at teaching. She makes learning the infamously difficult WashU Gen Chem rather easy and interesting. And - she is an awesome life coach who inserts life wisdom sporadically in her lecture slides. Make sure to go to class - watching videos won't provide much fun!",4,A,5,
3104,Megan,Daschbach,4,4.9,Chemistry,"She's very passionate and knowledgeable about chemistry. There are tons of resources outside of class that can help you solidify your understanding. It's fast-paced and challenging, but the grade cutoffs are very generous. The main issue I have is that grading criteria for +/- on letter grades are NOT disclosed ever, which I find unsettling.",2,,4,Respected
3105,Megan,Daschbach,4,4.9,Chemistry,"Daschbach is an incredible teacher (the best Ive had so far at WashU)! She explains difficult concepts very well, and her enthusiasm makes you excited to learn chemistry. If youre going to take Chem 111, do it with Daschbach. Go to lecture and take good notes, and youll do more than fine.",4,A,5,Skip class? You won't pass.--Inspirational--Would take again
3106,Megan,Daschbach,4,4.9,Chemistry,"I don't care when your other classes are, if you can, TAKE DASCHBACH'S SECTION. She goes out of her way to make the notes organized and visually clear, and she was the first instructor I've had who said &quot;you have to understand the concepts&quot; and actually stood by it. Doesn't mean it's an easy class, but you'll learn and grow a lot from her.",3,A,5,Skip class? You won't pass.--Amazing lectures--Would take again
3107,Megan,Daschbach,4,4.9,Chemistry,"Professor Daschbach is an incredible lecturer and human being. Gen Chem at WashU has such a scary reputation, and she's the perfect person for the job. She's super approachable, and explains really difficult concepts in a clear, and very exciting, manner. DO NOT READ THE BOOK. Lecture is your main source of material 100%.",4,A,5,Skip class? You won't pass.--Caring--Tests are tough
3108,Megan,Daschbach,4,4.9,Chemistry,"Daschbach is solid, and he tries very hard to keep the students excited. I felt sorry for her sometimes when she was trying to get us jazzed up about orbitals and &quot;quantum weirdness&quot;. Overall, it was a hard, but good class. I think you will learn from any of the instructors they put in there.",4,A,3,Clear grading criteria--Tests are tough--LECTURE HEAVY
3109,Megan,Daschbach,4,4.9,Chemistry,"Professor Daschbach is simply the best. Take her Chem 111 section if you are taking the course. She makes the material easy to understand and fun to explore. Exams are tough, sure, but that's to be expected - it's chemistry. She will be clear to emphasize important things in lecture. Show up to class, take GOOD NOTES, and you'll do great.",4,A,5,Respected--Skip class? You won't pass.--Hilarious
3110,Megan,Daschbach,4,4.9,Chemistry,Professor Daschbach  made learning chemistry enjoyable.  She made difficult material more interesting and could always crack a joke to lighten the mood.,5,,4,Respected--Inspirational--Hilarious
3111,Megan,Daschbach,4,4.9,Chemistry,Daschbach is by far the best chem professor Washu has to offer. She cares about the content and my test grade raised 40 points when I switched to her lectures. She's the reason I pulled an A in the class.,4,A,5,Inspirational--Amazing lectures--Caring
3112,Megan,Daschbach,4,4.9,Chemistry,"She is really passionate about Chemistry and really tries to explain stuff well. However, sometimes she does not really explain the main points and instead focuses on irrelevant details, which can be misleading when studying for exams. the exams are a lot harder than the material presented. She is an okay professor but I have had better",4,A,3,Gives good feedback--ACCESSIBLE OUTSIDE CLASS
3113,Megan,Daschbach,4,4.9,Chemistry,"DaschBAE is the best Chem teacher of Wash U. You have to listen to lecture and study hard, but you can succeed!!",4,A,5,Inspirational--Amazing lectures--Caring
3114,Megan,Daschbach,4,4.9,Chemistry,"Professor Daschbach is hands down the best Professor I have ever had. She was an amazing introduction to college, and made me excited to learn chemistry. You can tell that she loves teaching and is passionate about the material and wants to see students success. She is funny enough to be enjoyable, but serious enough to teach the material well.",4,A,5,Inspirational--ACCESSIBLE OUTSIDE CLASS--Amazing lectures
3115,Steve,Davis,2.9,3.4,Photography,"Steve is great, loves to listen and gives good feedback. I would recommend him. He is also quite funny and by the end of class we all had some funny inside jokes that could last a life time. I'm going to miss my class mates and Steve's teaching.",2,A+,4,Gives good feedback--Respected--Clear grading criteria
3116,Steve,Davis,2.9,3.4,Photography,"This class was good in the fact that you learn how to develop film and better your skills , but Steve is just not a good beginning prof. If your photos aren't abstract/textured or have people in them he balks and asks you if you have anything more interesting to his taste, and does not give positive direction for improving your work. Avoid.",3,,1,
3117,Steve,Davis,2.9,3.4,Photography,he is the least helpful teacher ever.  Expects everyone to know photography in Beginning Photography class.  Gives no information and is extremely demanding and unfair.  This class is good if you have already learned photography from a better teacher.,5,,2,
3118,Steve,Davis,2.9,3.4,Photography,"Steve was a fantastic teacher in that he made sure everyone's photos were critically and positively critiques.  It was a fun class.  I do agree with the other reviews that Davis comes off cold during the first class, but he is just awkwardly friendly and funny...like most of us in the class!  He's well-liked and respected. And great photographer.",2,,5,
3119,Steve,Davis,2.9,3.4,Photography,"Steve is weird, but he is funny. His class is pretty demanding for a 4 credit class, a lot of time doing photography is spent in the dark room and printing. Actual class times are boring, and when he shows us pictures I get super bored. He's funny though hahahahahhahahhahahahahah",2,,4,
3120,Steve,Davis,2.9,3.4,Photography,My best teacher ever!,5,,5,
3121,Steve,Davis,2.9,3.4,Photography,I thought steve was insightful and helpful. he kept the energy of the class positive and fun.  I'm taking another class with him next quarter.  He knows alot about digital photography and is a good photographer.,2,,5,
3122,Steve,Davis,2.9,3.4,Photography,No Comments,2,,4,
3123,Steve,Davis,2.9,3.4,Photography,He's got a dry sense of humor. He's smart. I like him a lot.  I would take a class from him again in a second.,3,,5,
3124,Steve,Davis,2.9,3.4,Photography,Steve Davis is a rather dull teacher.,4,,1,
3125,Steve,Davis,2.9,3.4,Photography,"Steve knows his****. When i first met him, I thought he was a dick.  I later found out that I was mistaken, because he's very cool.",3,,5,
3126,Steve,Davis,2.9,3.4,Photography,No Comments,2,,1,
3127,Steve,Davis,2.9,3.4,Photography,"Steve may not be the warmest professor, but he knows photography and digital photography and has the ability to teach it to others. He is also good at constructive critiques. You will learn a lot from him. He is cool.",2,,5,
3128,Todd,Decker,2.1,4.1,Music,Only homework is discussion posts and the occasional essay. The lectures are really interesting and important to go to especially for the midterm and final. class is really chill just be sure to pay attention during lecture especially the first half of the semester. ,2,Not sure yet,5,Clear grading criteria--Caring--Lecture heavy
3129,Todd,Decker,2.1,4.1,Music,hot,1,Not sure yet,5,Lecture heavy
3130,Todd,Decker,2.1,4.1,Music,"Had to work really hard just to get a C. This professor will assign unnecessary amounts of home, and is nit picky about answers. You can answer the same thing a different way and hell take of points for it. He is very strict, and though he seems serious about his work, he is more obsessed with policing students for their mistakes.",1,C+,1,
3131,Todd,Decker,2.1,4.1,Music,Don't let the class description fool you - it's not an easy A by any means. You'll have to work semi-hard even if you want a B.,4,B,4,
3132,Todd,Decker,2.1,4.1,Music,"Great Professor, energetic, passionate about the material, and fair.",2,,5,
3133,Todd,Decker,2.1,4.1,Music,"Pros: Energetic. Knowledgeable. Interesting topic (pop music). Cons: Takes attendance. Much more work than bargained for (2 quizzes, 3 papers, daily listening journal, midterm, final). Study = good grade but a lot of grunt work",2,,4,
3134,Maria,Cruz,3.4,2.1,Chemistry,"Cruz is a sweet & humorous person, but she is a horrible orgo lab prof. She jokes about us struggling in orgo and never gives direct answers to simple questions during recitation. I hate to hate her since she's so warm in person, but I can barely understand her cryptic hints during recitation-- & it's not even bc of her accent. She's just confusing",4,,1,
3135,Maria,Cruz,3.4,2.1,Chemistry,L teacher,4,A+,1,
3136,Maria,Cruz,3.4,2.1,Chemistry,Horrible teacher. ,2,A,1,
3137,Maria,Cruz,3.4,2.1,Chemistry,Simply incompetent. The most unorganized class I have taken at WashU. ,3,A+,1,
3138,Maria,Cruz,3.4,2.1,Chemistry,Very kind and caring instructor,3,A,5,Caring--Accessible outside class
3139,Maria,Cruz,3.4,2.1,Chemistry,"Dr. de la Cruz really cares about her students and goes out of her way to be accessible to students. That being said, she is not clear with her grading criteria and is not very organized which was frustrating. The best way to get through the class is to regularly go to office hours to clear up anything that's confusing.",3,B+,4,Accessible outside class--Caring--Tough grader
3140,Maria,Cruz,3.4,2.1,Chemistry,This professor has not been clear all semester and is really condescending. Also her English is horrible. I have attempted to explain to her my situation with regard to the practice sets and she doesn't even know her own assignment schedule--claiming the problem set was due way after it actually was. Big waste of time.,4,,1,Participation matters
3141,Karen,DeMatteo,4.3,2.6,Environmental Studies,"I've been a TA for this professor multiple times and it made me sad to see such a low rating. Professor DeMatteo can be known as a tougher grader or ""scary,"" but she's probably the most fair professor when it comes to grading assignments and being a helpful resource. If you're a regular student and can pay attention in class, I highly recommend her",2,A,5,Clear grading criteria--Gives good feedback--Accessible outside class
3142,Karen,DeMatteo,4.3,2.6,Environmental Studies,"Class is doable but it really is a lot of work, especially when the projects are due. Expect it to be your most time-consuming class (not necessarily hardest) bc GIS takes awhile. Karen is not my favorite prof but she might be a little overhated. Her grading seemed a little subjective but she'll give advice if you ask far in advance so do that.",5,A+,3,
3143,Karen,DeMatteo,4.3,2.6,Environmental Studies,"DeMatteo is an incredible professor - one of my favorites - and this was my favorite class last semester. While she can grade strictly, her feedback is clear. She obviously cares deeply about the students in her class and is only strict or tough because she wants you to succeed. Please don't let poor overall ratings keep you from her class.",3,A,5,Clear grading criteria--Gives good feedback--Caring
3144,Karen,DeMatteo,4.3,2.6,Environmental Studies,"Avoid this class at all costs. The content is definetly interesting but not worth the hassle. Work is super demanding and graded super strictly. I've found the class incredibly unsatisfying. Also, I think Professor DeMatteo is not very understanding of her students.",5,Not sure yet,1,Tough grader
3145,Karen,DeMatteo,4.3,2.6,Environmental Studies,no tests. class is basically based on your homework performance. would NEVER recommend taking this class. The class is interesting but I would not take Dematteo again. I ended up dropping it.,5,,1,Online Savvy--Lecture heavy--Tough grader
3146,Karen,DeMatteo,4.3,2.6,Environmental Studies,"Prof. DeMatteo is one of those professors who will -rip- you apart with her feedback on assignments, but she does it so that you know exactly what you need to do to improve. She clearly wants nothing more than for her students to improve and succeed. A very &quot;tough love&quot; kind of teacher, but she's -so- nice and is very understanding and caring.",3,A-,5,Gives good feedback--Caring--Tough grader
3147,Karen,DeMatteo,4.3,2.6,Environmental Studies,lemme just say kids withdraw the last week of class people think it's worth more to them to throw an entire semester down the drain than to spend another week in class,4,Drop/Withdrawal,1,Skip class? You won't pass.--Graded by few things--Tough grader
3148,Karen,DeMatteo,4.3,2.6,Environmental Studies,if you lose focus for a mere second you might as well have not gone to class. you end up having to teach everything to yourself. she'll belittle you for asking questions.,5,A-,1,Skip class? You won't pass.--Graded by few things
3149,Karen,DeMatteo,4.3,2.6,Environmental Studies,"Professor DeMatteo is not very friendly. She does not like when students ask questions during class. She rushes so quickly though exercises that it is nearly impossible to learn anything. If you plan on taking a class with her, prepare to teach yourself all the material. Her projects are hard and she is a tough, extremely nit-picky grader.",5,,1,Skip class? You won't pass.--Graded by few things--Tough grader
3150,Karen,DeMatteo,4.3,2.6,Environmental Studies,"Very rude when reaching out for help. No rubrics given for very subjective assignments, so you have to go to office hours to know what is expected. Not understanding of the fact that it's a pandemic and failed to adjust her teaching style to assist students learning in an online format.",4,,1,Participation matters--Graded by few things--Tough grader
3151,El Hadji ,Diallo,1.4,4.6,African-American Studies,"Professor Diallo is amazing. He is very clear with his projects and homework and the actual work itself is not too bad, with 1-2 hours of reading per week. His grading is also easy and lenient.",1,A+,5,Caring--Accessible outside class
3152,El Hadji ,Diallo,1.4,4.6,African-American Studies,Prof. Diallo is a fun instructor and so passionate about the topic he teaches. The class is easy with 1-3 hours outside of class commitment for reading response. He's also very understanding and cares about his students. Will definitely take all other courses he teaches,2,A+,5,
3153,El Hadji ,Diallo,1.4,4.6,African-American Studies,"Professor Diallo is very knowledgeable on the topic of African history and the youth in Africa. This class is fairly easy and interesting. Do not stress about the reading response, final project, or the country presentations they were very low maintenance and did not take much of your time. He's an amazing professor and you learn a lot",1,A+,5,Get ready to read--Participation matters--Graded by few things
3154,El Hadji ,Diallo,1.4,4.6,African-American Studies,"Prof. Diallo is clearly very passionate, but it sometimes felt like the class was taught at a high school level. We only read one text a week and then were graded on writing a one-page regurgitation of the information. Discussions were fine but I didn't feel like I learned that much. Liked the map test and student presentations",1,A,3,Participation matters
3155,Bhupal,Dev,3,4,Physics,Pretty chill. Not the best lecturer but by no means bad. Very easy to reach outside of class and just quite helpful in general.,3,B,4,Participation matters--Caring--Accessible outside class
3156,Francesco,Di Plinio,3.2,3.4,Mathematics,Great prof. Don't need to be a genius just work hard and questions/office hours . Cares about teaching the material the right way. Decent music taste.,4,A,5,Accessible outside class--Get ready to read--Hilarious
3157,Francesco,Di Plinio,3.2,3.4,Mathematics,I had to work a lot learned a lot of calculus during this class. The professor was well organized and had a lot of office hours. Overall a good class.,4,A,4,Gives good feedback--Accessible outside class--Skip class? You won't pass.
3158,Francesco,Di Plinio,3.2,3.4,Mathematics,Bad teacher doesnt know how to teach :(,2,A+,1,
3159,Francesco,Di Plinio,3.2,3.4,Mathematics,Professor Di Plinio is a nice person but his lectures are quite messy. It's pretty easy to get lost in problems and there isn't a ton of class participation. The speed of the lectures was also very rapid at times.,4,B+,3,Lots of homework--Test heavy
3160,Francesco,Di Plinio,3.2,3.4,Mathematics,Great professor that will answer your questions after class and is happy to talk.,2,A,4,Skip class? You won't pass.--Hilarious--Amazing lectures
3161,Jimin,Ding,3.8,2.8,Mathematics,"A lot of students really struggle in her classes. Never truly felt like I understood the homework, and never felt prepared for the exams but somehow managed to pull through with a fine grade. ",4,A-,1,
3162,Jimin,Ding,3.8,2.8,Mathematics,"Professor Ding does have a slight accent, but it is not too bad to the point that you can't understand her. Her notes are pretty helpful and if you keep up with her lectures, the exams aren't that bad. She gives out a lot of extra points (gave an extra 5 points back on most exams this semester) which was very helpful.",3,A,4,EXTRA CREDIT
3163,Jimin,Ding,3.8,2.8,Mathematics,we conducted a small class attendance survey... students who attended classes at least once last week performed better in exams than those who did not attend the class by 6% in Exam 2 and became statistically significant Jimin FYI 5% is a single multiple choice question... She is disappointed by our low exam averages but can't figure out why... ,4,Not sure yet,1,
3164,Jimin,Ding,3.8,2.8,Mathematics,She is very enthusiastic but too hard to understand. I need to listen to her lecture recording twice to understand what she is saying.,3,A,1,
3165,Jimin,Ding,3.8,2.8,Mathematics,Toughest thing I've ever done. Will eat a lot of hours.,5,,3,Lots of homework--Skip class? You won't pass.--Lecture heavy
3166,Jimin,Ding,3.8,2.8,Mathematics,"Very rough class. Probably the worst professor I've had at WashU. The homeworks ask for ridiculously advanced R knowledge that she doesn't teach in course, and her lectures are extremely hard to follow. Avoid if you can.",4,B+,1,Lots of homework--Accessible outside class
3167,Jimin,Ding,3.8,2.8,Mathematics,"Professor Ding is a VERY nice and funny person and she is accessible in her office hours, but those are unfortunately the only good things I can say about her course. The lectures are confusing and hard to follow, and the homeworks are very difficult. Also the computer problems she gives using R are far more advanced than they should be.",4,A-,2,Lots of homework--Accessible outside class--Lecture heavy
3168,Jimin,Ding,3.8,2.8,Mathematics,"Accent makes her extremely difficult to understand. Test questions are poorly worded, and tests are only out of 15 points, so if you get just a few points off your grade tanks. Worst class I've taken at WashU.",4,,1,
3169,Jimin,Ding,3.8,2.8,Mathematics,"Ding is a sweet person, but an overall mediocre lecturer, failing to explain already tough concepts. Students who work hard can usually attain an A (she gives great extra credit opportunities).  Her exams can be tough and her homeworks are time consuming, but she is definitely fair overall.  Sadly, she yet remains the best 3200 prof. at WashU.",3,,3,
3170,Jimin,Ding,3.8,2.8,Mathematics,Ding Is The Best Math Professor At WashU.  She Is So Nice And Accessible And Funny During Class.  I Love Her.,3,,5,LOTS OF HOMEWORK--Inspirational--Hilarious
3171,Jimin,Ding,3.8,2.8,Mathematics,"So she's hard to understand at first, and uses a lot of power points to teach (can be annoying), but overall is a decent professor. Attendance will give you 3% at the end, and she also offers extra credit, so if you give some effort and A is definitely attainable. Her tests resemble a lot of her old exams, so just look at those.",3,A,4,
3172,Jimin,Ding,3.8,2.8,Mathematics,Great professor. She is very engaging during lectures. Test are easy if you do the homework. Easy A class since she gives a lot of extra credits.,1,A+,5,
3173,Jimin,Ding,3.8,2.8,Mathematics,"I came into this class really wanting to like statistics. This did not happen. Ding is a very sweet, smart woman. However, her English is subpar and she isn't engaging. Her grading criteria for homework is arbitrary and not clear, and her tests are out of  only 15 points, with 9 of those points being multiple choice that are poorly worded. ",5,,1,
3174,Jimin,Ding,3.8,2.8,Mathematics,"I went in knowing quite a lot of  stats and still did not do well. She does not present the material clearly (in part due to her accent). Her exams are largely controlled by a small amount of poorly worded multiple choice; in short, if you get a few wrong your grade suffers A LOT. The exams are not a good indicator if you know the material.",5,,1,
3175,Jimin,Ding,3.8,2.8,Mathematics,She is hard too understand,4,Not sure yet,3,
3176,Jimin,Ding,3.8,2.8,Mathematics,Awful. Just plain awful. I went into this class loving statistics and now I'm unsure if I even want to continue with a math major.,5,,1,
3177,Jimin,Ding,3.8,2.8,Mathematics,"She writes everything important on the board, and is usually clear with examples. She seems to genuinely care whether the students are following her, and does her best to answer questions in class and office hours. Has reasonable expectations overall.",3,,4,
3178,Jimin,Ding,3.8,2.8,Mathematics,"Class is somewhat boring, attendence rate is about 60%. However, class notes are wonderful and helpful, and the professor is nice.",2,,4,
3179,Jimin,Ding,3.8,2.8,Mathematics,She does not make the difficult subject matter enjoyable or easy to understand. Her accent is very strong and she does not explain things well. She usually just repeats what is in the textbook and does not help get you prepared for exams or SAS homeworks. Try to set up a study group for this class.,5,,1,
3180,Jimin,Ding,3.8,2.8,Mathematics,"Ding is a very sweet woman who tries very hard to be a good teacher... she really, really does. Sadly, however, she is still without question the single worst teacher I have yet to encounter in my academic career. She basically copies the book VERBATIM onto the chalkboard and then proceeds to read it super fast and explain NOTHING.",5,,2,
3181,Jimin,Ding,3.8,2.8,Mathematics,"The exams are easy, but the grading for the homework assignments was somewhat arbitrary and poorly explained. This wouldn't be a big problem if the homework wasn't a substantial portion of one's grade, but it is.",2,,3,
3182,Jimin,Ding,3.8,2.8,Mathematics,Useless lectures. She literally reads from slides from time to time. Refuses to help outside class.,4,,1,
3183,Jimin,Ding,3.8,2.8,Mathematics,"Ok professor. Subject can get very boring and tedious. She teaches pretty much straight from the book, but it is worth it to go to class because she does a much better job of explaining material than the book does. Tests are difficult but it's the calculations that make it difficult- not so much the content. Fair grader.",2,,3,
3184,Jimin,Ding,3.8,2.8,Mathematics,"Decent professor, considering how mind-numbingly boring the topic can be. Assignments are fair, though they often take much longer than you would expect. Exams are really tough - found it hard to anticipate what would be asked.",4,,3,
3185,Jimin,Ding,3.8,2.8,Mathematics,"Professor Ding is really great at being available for office hours.  Her lecture style is clear and efficient.  The exams are brutal though.  BRUTAL.  Weekly homeworks: not so bad, as long as you don't try to do it all on Sunday night every time.",4,,4,
3186,Wim,Dickhoff,2.2,3.4,Physics,"He loves the stuff he teaches and is easily accessible outside of class to ask questions. Unfortunately, lectures are extremely dry and boring, and the textbook is the best way to be efficient with the material. The material is very interesting, especially after the midterm.",4,A+,3,Respected--ACCESSIBLE OUTSIDE CLASS--LECTURE HEAVY
3187,Wim,Dickhoff,2.2,3.4,Physics,Great introduction to upper level mechanics and the Lagrangian formalism. Many opportunities for small computational projects including simulating celestial orbits and chaotic systems.,3,A,5,Respected--Clear grading criteria--Caring
3188,Wim,Dickhoff,2.2,3.4,Physics,"Physics and Society is most definitely an easy class to take. He is an overall good person, but I don't think he's a good lecturer. BUT, he puts his powerpoints on the web and that is all you need to answer the hw, so going to class is pretty much unnecessary. For people who need to take a QA class, this is the one to take.",1,,3,
3189,Wim,Dickhoff,2.2,3.4,Physics,"&quot;Physics and Society.&quot; For non-science majors. The math is tough, but hey, it's physics. Wim chooses 'real' books over textbooks, covering how science relates to everyday life. Does a great job denouncing junk science and has a particular fixation on energy generation, use, and environmental impact.",3,,4,
3190,Wim,Dickhoff,2.2,3.4,Physics,"He's not as bad as these people make him out to be.  He had an accent sure, but it was easy to hear what he said.  He did good demonstrations, and if I had a question on homework, he'd explain it through really well and wouldn't let me get the wrong answer.  Great guy!(He mentioned Goldeneye!)",2,,3,
3191,Wim,Dickhoff,2.2,3.4,Physics,"Boring as hell. But at least it's good for a nap time, and it seems better than the other non-science science classes.",2,,2,
3192,Wim,Dickhoff,2.2,3.4,Physics,"better than his coteacher, funnier, better explainer",1,B+,5,
3193,Wim,Dickhoff,2.2,3.4,Physics,"He is a little hard to understand, but a very nice guy.",3,,4,
3194,Wim,Dickhoff,2.2,3.4,Physics,This man is completely unintelligible. He is ridiculously boring and has a horrible sense of humor. I went to class as little as possible; he's not even good at explaining stuff.,1,,1,
3195,Jimin,Ding,3.8,2.8,Mathematics,"A lot of students really struggle in her classes. Never truly felt like I understood the homework, and never felt prepared for the exams but somehow managed to pull through with a fine grade. ",4,A-,1,
3196,Jimin,Ding,3.8,2.8,Mathematics,"Professor Ding does have a slight accent, but it is not too bad to the point that you can't understand her. Her notes are pretty helpful and if you keep up with her lectures, the exams aren't that bad. She gives out a lot of extra points (gave an extra 5 points back on most exams this semester) which was very helpful.",3,A,4,EXTRA CREDIT
3197,Jimin,Ding,3.8,2.8,Mathematics,we conducted a small class attendance survey... students who attended classes at least once last week performed better in exams than those who did not attend the class by 6% in Exam 2 and became statistically significant Jimin FYI 5% is a single multiple choice question... She is disappointed by our low exam averages but can't figure out why... ,4,Not sure yet,1,
3198,Jimin,Ding,3.8,2.8,Mathematics,She is very enthusiastic but too hard to understand. I need to listen to her lecture recording twice to understand what she is saying.,3,A,1,
3199,Jimin,Ding,3.8,2.8,Mathematics,Toughest thing I've ever done. Will eat a lot of hours.,5,,3,Lots of homework--Skip class? You won't pass.--Lecture heavy
3200,Jimin,Ding,3.8,2.8,Mathematics,"Very rough class. Probably the worst professor I've had at WashU. The homeworks ask for ridiculously advanced R knowledge that she doesn't teach in course, and her lectures are extremely hard to follow. Avoid if you can.",4,B+,1,Lots of homework--Accessible outside class
3201,Jimin,Ding,3.8,2.8,Mathematics,"Professor Ding is a VERY nice and funny person and she is accessible in her office hours, but those are unfortunately the only good things I can say about her course. The lectures are confusing and hard to follow, and the homeworks are very difficult. Also the computer problems she gives using R are far more advanced than they should be.",4,A-,2,Lots of homework--Accessible outside class--Lecture heavy
3202,Jimin,Ding,3.8,2.8,Mathematics,"Accent makes her extremely difficult to understand. Test questions are poorly worded, and tests are only out of 15 points, so if you get just a few points off your grade tanks. Worst class I've taken at WashU.",4,,1,
3203,Jimin,Ding,3.8,2.8,Mathematics,"Ding is a sweet person, but an overall mediocre lecturer, failing to explain already tough concepts. Students who work hard can usually attain an A (she gives great extra credit opportunities).  Her exams can be tough and her homeworks are time consuming, but she is definitely fair overall.  Sadly, she yet remains the best 3200 prof. at WashU.",3,,3,
3204,Jimin,Ding,3.8,2.8,Mathematics,Ding Is The Best Math Professor At WashU.  She Is So Nice And Accessible And Funny During Class.  I Love Her.,3,,5,LOTS OF HOMEWORK--Inspirational--Hilarious
3205,Jimin,Ding,3.8,2.8,Mathematics,"So she's hard to understand at first, and uses a lot of power points to teach (can be annoying), but overall is a decent professor. Attendance will give you 3% at the end, and she also offers extra credit, so if you give some effort and A is definitely attainable. Her tests resemble a lot of her old exams, so just look at those.",3,A,4,
3206,Jimin,Ding,3.8,2.8,Mathematics,Great professor. She is very engaging during lectures. Test are easy if you do the homework. Easy A class since she gives a lot of extra credits.,1,A+,5,
3207,Jimin,Ding,3.8,2.8,Mathematics,"I came into this class really wanting to like statistics. This did not happen. Ding is a very sweet, smart woman. However, her English is subpar and she isn't engaging. Her grading criteria for homework is arbitrary and not clear, and her tests are out of  only 15 points, with 9 of those points being multiple choice that are poorly worded. ",5,,1,
